index,reward,tracking_reward,stability_penalty,safety_penalty,steps
33611,-2533.740794284904,-2547.325133196369,13.909972350436039,-0.0,1500
33612,-2734.752877892634,-2741.329168174943,7.273798088490927,-0.0,1500
33613,-3378.919976074734,-3380.0523843186234,1.3254234843983546,-0.0,1500
33614,-2840.437075329781,-2850.6329574810734,10.447527902799411,-0.0,1500
33615,-3261.2411009727675,-3265.3921448198457,4.2404520650232325,-0.0,1500
33616,-3191.321109506844,-3197.192529201972,6.775969652709226,-0.0,1500
33617,-2706.2107951280286,-2714.262191792952,8.544605358246733,-0.0,1500
33618,-2275.642466159665,-2306.6986771834777,31.41346760786817,-0.0,1500
33619,-3449.648809746126,-3457.9537142339504,8.700190045965066,-0.0,1500
33620,-3074.500440814777,-3081.3851338929485,7.753712802773975,-0.0,1500
33621,-2601.6591387448084,-2611.0851400659953,9.706824507712158,-0.0,1500
33622,-2745.4345915491217,-2761.39466576524,16.23198857595071,-0.0,1500
33623,-2216.095363988109,-2225.838634456713,11.012218980255415,-0.0,1500
33624,-2691.067199068784,-2700.9582402926617,10.124070640399447,-0.0,1500
33625,-3464.8008670535423,-3467.1828525379674,2.658736847563115,-0.0,1500
33626,-3178.3840477322765,-3184.2638210364753,5.970564457091048,-0.0,1500
33627,-3150.8073503533024,-3161.1089043725915,10.569118947432067,-0.0,1500
33628,-2568.3667915981737,-2575.9525264442063,9.254946845632109,-0.0,1500
33629,-2339.0150610537576,-2343.0301176625962,4.29670011950323,-0.0,1500
33630,-2966.553544565427,-2974.2142901945335,7.836530403343361,-0.0,1500
33631,-3315.5108519817127,-3327.435836185141,12.467844443022049,-0.0,1500
33632,-3551.037804017093,-3560.860147844381,10.15714089247704,-0.0,1500
33633,-3316.3994219997635,-3327.8950913066988,11.851284340152615,-0.0,1500
33634,-3387.556178958148,-3392.501315655346,5.247014700523338,-0.0,1500
33635,-3257.905076144784,-3263.655269115488,6.097675176784268,-0.0,1500
33636,-2988.5275276380357,-2998.182210606146,10.48213025253867,-0.0,1500
33637,-3329.439229353344,-3341.5298332320294,12.400377569493333,-0.0,1500
33638,-3214.8479795969956,-3221.383612550913,7.82015978212699,-0.0,1500
33639,-2964.3620647237753,-2974.2590257701045,10.358724782506442,-0.0,1500
33640,-3204.35795443663,-3210.694634282472,6.90681794635397,-0.0,1500
33641,-3123.524961097122,-3125.61183510221,2.1984428726758694,-0.0,1500
33642,-3264.770501376342,-3268.9745354281445,4.357427950656143,-0.0,1500
33643,-2366.887966434224,-2377.802019076575,11.335511541827689,-0.0,1500
33644,-2608.5426180124455,-2618.078288472352,9.801405766932483,-0.0,1500
33645,-2894.7218326513625,-2904.436039666134,9.959587889918788,-0.0,1500
33646,-3318.5599572058104,-3330.89628721087,12.619021357855145,-0.0,1500
33647,-2402.501796910966,-2408.991342901985,6.841415491378537,-0.0,1500
33648,-2844.5127057433715,-2853.6607542589195,10.813080875872702,-0.0,1500
33649,-3055.5770342761216,-3064.0015737442673,8.906163510070364,-0.0,1500
33650,-3445.958544055503,-3448.833220341908,3.035553725345385,-0.0,1500
33651,-2784.3415289750174,-2794.8305473976375,10.889916124840132,-0.0,1500
33652,-2899.0540907210993,-2900.535755009409,1.5773226355556802,-0.0,1500
33653,-2622.613491344853,-2630.635190641062,8.166236180515616,-0.0,1500
33654,-3242.9109118333536,-3247.7285449347205,5.0745327458207425,-0.0,1500
33655,-2755.148136848865,-2757.1456334264362,2.2015537923868753,-0.0,1500
33656,-3191.2008837795406,-3192.6248599594096,1.5209500928128155,-0.0,1500
33657,-2627.8583729138236,-2639.179688217697,11.570363335440044,-0.0,1500
33658,-2616.8771498395968,-2625.7374016775716,9.2651573875094,-0.0,1500
33659,-2781.2773291780227,-2793.3345798862747,12.349222444815103,-0.0,1500
33660,-2810.0239976683524,-2817.386967975816,7.659605319252471,-0.0,1500
33661,-3280.777567238967,-3286.7243047129136,7.3790510961759646,-0.0,1500
33662,-2819.7628912155988,-2828.1239986445494,9.68180319476355,-0.0,1500
33663,-3250.9904756271344,-3257.0488048455445,7.578301182223985,-0.0,1500
33664,-2635.0598863900755,-2651.670517204856,16.929064274272164,-0.0,1500
33665,-2619.581282353444,-2627.975647250903,8.70786011305498,-0.0,1500
33666,-3088.7745602831005,-3093.983523746039,5.7057084012216395,-0.0,1500
33667,-2613.3809515175503,-2622.2594528367,9.668285474830562,-0.0,1500
33668,-2946.985355998193,-2952.756789997245,5.870800239200582,-0.0,1500
