index,reward,path_reward,turn_reward,rate_reward,attitude_reward,beta_reward,alt_reward,vup_reward,speed_reward,progress_reward,action_penalty,beta_penalty,safety_penalty,steps
17,-255.64665554882393,194.55783685094397,345.4309839545089,350.03986748955936,302.2518883080584,234.7231892333393,262.73961040103853,134.99565448453228,662.8456756203059,31.008701574892235,-117.67138919721884,-134.69711025731337,367.53252065840275,800
18,152.68670927930702,488.42186420784043,587.5645329000403,477.56582901056936,494.8909664420078,332.97594412886014,276.3528214127617,192.11706582477424,691.4823497676562,131.03392972853183,-103.12542625843248,-87.68285427699233,260.43540429041735,800
19,-77.7905135971799,249.32494751561077,468.79020190206217,462.97127596214943,426.5763006675631,289.3476221695666,110.31538001326267,175.29453648210412,606.4335590584232,123.02419478339816,-111.82094035732389,-109.99134926364171,92.9238703926742,800
20,248.47223474746878,558.7805219465644,604.1996852797597,536.3852667844978,425.47470729769196,316.46445872247233,114.50713254670113,174.55385355536438,680.9271163686774,93.64000616099025,-118.93623587026714,-92.03054777239427,26.04169354132279,800
21,184.1419373745284,561.0761443616522,573.94600557673,472.993979430351,443.7344530515686,245.82260226085256,213.54618557316897,139.79056155353862,666.3493492765558,46.48095474502192,-126.5871737309924,-129.3722875951856,64.97211757004028,800
22,74.28056820882875,453.4623744287517,551.9370713953441,501.4052968033996,570.3154984479794,287.54425374820596,226.5712656415154,628.8607738744387,418.22031759609723,122.07991018360417,-133.87785780119492,-114.2718700170583,51.73074085872654,800
23,214.6634235110569,515.3925545976796,546.0069450904706,530.1373385261022,422.8655984205218,421.2055746754868,111.27573380335659,302.4616082139144,645.6283029924084,52.24118990379062,-111.14272991866545,-51.09596950229426,58.76916297996275,800
24,-145.92249618045793,121.36599810359283,397.2304446399963,469.00390776434193,362.46431972953275,392.4854817932122,127.69614982586153,362.9454365924538,669.5690602946577,229.9452739485736,-120.06337923142624,-65.2124773739867,164.63270147862357,800
25,1.5442615026484532,496.42030432736743,445.7726330093225,421.1431819437935,526.1659024911953,241.15812444932104,198.91136334836082,568.1776050767639,657.35432850894,78.03246419164539,-127.73669846774638,-125.88171718290522,253.15058190660432,800
26,-445.382550716979,120.91287200425501,309.3318909529055,415.18761742672774,401.7884787244987,299.93324039734244,195.75296823549417,559.294184689933,650.9090284625744,14.75435949749326,-108.19329660550471,-102.4671141066002,646.4051235247823,800
27,-180.4710524478591,104.20829320797577,460.6706562872828,469.2142479667637,516.392892265578,325.9972426038692,300.0427305886048,491.8189937056947,448.2531546527813,251.01511277838983,-115.95194325289111,-90.73902573283702,235.45997668910337,800
28,10.994848200622227,557.2924387490683,595.823262686072,489.9058169560565,396.8570353753955,291.92478135908857,152.1979324139165,80.55559187679884,458.813588334859,68.08214881716516,-124.74417130664588,-106.49973202844627,212.8299226069671,800
29,-224.83700923300648,124.19805695797264,393.6764277124107,424.0457934756348,477.7381036126484,285.28556973998826,415.55955900846294,464.5304169873709,478.0433149516929,22.739800958618616,-115.24324501946211,-110.86651136482713,477.40938271024356,800
30,-343.7274247296604,131.39661230889638,398.66600241582415,370.4748852411685,371.5883316312072,270.55220798816634,196.6531527337177,181.19486972768613,635.2153143380654,231.17933675065424,-116.70749467182847,-119.8809666591752,486.71150844748524,800
31,-27.060944987629806,310.6382328223467,503.77319978672216,440.8387683164494,433.4535713781496,267.02071983282394,111.70847918951347,295.269210822025,542.385319022325,175.6083714390963,-138.07658765630734,-124.35844294027235,16.08047970675091,800
32,224.78457261575304,480.2644210245543,518.5626382441216,384.05460422402456,560.5348247483472,174.9597799652862,368.99303514654923,365.72379817794655,714.2712581353828,156.3949505388314,-135.70967994707968,-149.00049915825144,18.71474000853286,800
33,-189.22199306524286,607.5309124055489,623.1116168177138,504.73317705582764,395.6495836317123,312.78199419188456,177.48819820170536,89.23102471990826,432.9220311863317,72.76357512516726,-142.4199391021217,-100.81879746030069,608.5340927529818,800
